precipitation,modified_date,quality_code,station_id,name,ref,altitude,lon,lat
4.4,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
2.3000000000000003,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
1.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.5,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
2.5,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
6.2,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
6.1000000000000005,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
3.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
0.0,2020-11-15 23:08:00,600.0,3524c0cae81a00ea56884c5b,Barrys Bay at Hilltop,328914,478.396,172.86822999999998,-43.752579999999995
