valid_time,number,latitude,longitude,expver,msl
2021-03-01,0,-44.0,173.0,0001,101510.94
2021-04-01,0,-44.0,173.0,0001,100967.19
2021-05-01,0,-44.0,173.0,0001,101571.125
2021-06-01,0,-44.0,173.0,0001,101754.19
2021-07-01,0,-44.0,173.0,0001,101111.375
2021-08-01,0,-44.0,173.0,0001,101361.19
2021-09-01,0,-44.0,173.0,0001,101148.94
2021-10-01,0,-44.0,173.0,0001,101323.19
2021-11-01,0,-44.0,173.0,0001,101519.5
2021-12-01,0,-44.0,173.0,0001,101144.56
2022-01-01,0,-44.0,173.0,0001,101708.69
2022-02-01,0,-44.0,173.0,0001,101817.0
2022-03-01,0,-44.0,173.0,0001,102037.75
2022-04-01,0,-44.0,173.0,0001,101834.69
2022-05-01,0,-44.0,173.0,0001,101616.81
2022-06-01,0,-44.0,173.0,0001,100770.31
2022-07-01,0,-44.0,173.0,0001,101402.375
2022-08-01,0,-44.0,173.0,0001,101822.5
2022-09-01,0,-44.0,173.0,0001,101845.81
2022-10-01,0,-44.0,173.0,0001,101692.0
2022-11-01,0,-44.0,173.0,0001,100710.125
2022-12-01,0,-44.0,173.0,0001,101470.56
2023-01-01,0,-44.0,173.0,0001,101713.125
2023-02-01,0,-44.0,173.0,0001,101332.75
2023-03-01,0,-44.0,173.0,0001,101176.625
2023-04-01,0,-44.0,173.0,0001,101600.06
2023-05-01,0,-44.0,173.0,0001,101132.31
2023-06-01,0,-44.0,173.0,0001,101366.5
2023-07-01,0,-44.0,173.0,0001,100796.56
2023-08-01,0,-44.0,173.0,0001,101542.44
2023-09-01,0,-44.0,173.0,0001,101444.625
2023-10-01,0,-44.0,173.0,0001,101271.06
2023-11-01,0,-44.0,173.0,0001,101515.06
2023-12-01,0,-44.0,173.0,0001,101179.25
2024-01-01,0,-44.0,173.0,0001,101269.375
2024-02-01,0,-44.0,173.0,0001,101343.25
2024-03-01,0,-44.0,173.0,0001,101264.75
2024-04-01,0,-44.0,173.0,0001,101526.44
2024-05-01,0,-44.0,173.0,0001,101634.625
2024-06-01,0,-44.0,173.0,0001,101627.625
2024-07-01,0,-44.0,173.0,0001,101848.625
2024-08-01,0,-44.0,173.0,0001,101383.625
2024-09-01,0,-44.0,173.0,0001,100816.94
2024-10-01,0,-44.0,173.0,0001,101150.31
2024-11-01,0,-44.0,173.0,0001,101637.81
2024-12-01,0,-44.0,173.0,0001,100731.625
2025-01-01,0,-44.0,173.0,0001,101337.69
2025-02-01,0,-44.0,173.0,0001,101683.625
2025-03-01,0,-44.0,173.0,0001,101769.0
2025-04-01,0,-44.0,173.0,0001,101617.69
2025-05-01,0,-44.0,173.0,0001,101660.5
2025-06-01,0,-44.0,173.0,0001,101302.375
2025-07-01,0,-44.0,173.0,0001,101562.44
2025-08-01,0,-44.0,173.0,0001,101907.125
2025-09-01,0,-44.0,173.0,0001,100660.875
2025-10-01,0,-44.0,173.0,0001,100377.75
2025-11-01,0,-44.0,173.0,0001,100984.0
2025-12-01,0,-44.0,173.0,0001,100770.125
