valid_time,number,latitude,longitude,expver,msl
2022-05-01,0,-43.5,172.5,0001,101636.31
2022-06-01,0,-43.5,172.5,0001,100811.56
2022-07-01,0,-43.5,172.5,0001,101430.875
2022-08-01,0,-43.5,172.5,0001,101835.0
2022-09-01,0,-43.5,172.5,0001,101857.69
2022-10-01,0,-43.5,172.5,0001,101701.625
2022-11-01,0,-43.5,172.5,0001,100696.0
2022-12-01,0,-43.5,172.5,0001,101445.19
2023-01-01,0,-43.5,172.5,0001,101683.25
2023-02-01,0,-43.5,172.5,0001,101332.875
2023-03-01,0,-43.5,172.5,0001,101206.75
2023-04-01,0,-43.5,172.5,0001,101603.44
2023-05-01,0,-43.5,172.5,0001,101160.81
2023-06-01,0,-43.5,172.5,0001,101371.375
2023-07-01,0,-43.5,172.5,0001,100828.94
2023-08-01,0,-43.5,172.5,0001,101579.56
2023-09-01,0,-43.5,172.5,0001,101475.125
2023-10-01,0,-43.5,172.5,0001,101284.44
2023-11-01,0,-43.5,172.5,0001,101507.69
2023-12-01,0,-43.5,172.5,0001,101163.0
2024-01-01,0,-43.5,172.5,0001,101251.25
2024-02-01,0,-43.5,172.5,0001,101344.125
2024-03-01,0,-43.5,172.5,0001,101274.5
2024-04-01,0,-43.5,172.5,0001,101541.19
2024-05-01,0,-43.5,172.5,0001,101668.875
2024-06-01,0,-43.5,172.5,0001,101628.375
2024-07-01,0,-43.5,172.5,0001,101885.0
2024-08-01,0,-43.5,172.5,0001,101412.75
2024-09-01,0,-43.5,172.5,0001,100833.31
2024-10-01,0,-43.5,172.5,0001,101157.19
2024-11-01,0,-43.5,172.5,0001,101629.31
2024-12-01,0,-43.5,172.5,0001,100725.625
2025-01-01,0,-43.5,172.5,0001,101336.69
2025-02-01,0,-43.5,172.5,0001,101657.875
2025-03-01,0,-43.5,172.5,0001,101773.25
2025-04-01,0,-43.5,172.5,0001,101628.31
2025-05-01,0,-43.5,172.5,0001,101695.25
2025-06-01,0,-43.5,172.5,0001,101347.875
2025-07-01,0,-43.5,172.5,0001,101579.06
2025-08-01,0,-43.5,172.5,0001,101936.75
2025-09-01,0,-43.5,172.5,0001,100691.875
2025-10-01,0,-43.5,172.5,0001,100414.875
2025-11-01,0,-43.5,172.5,0001,100973.375
2025-12-01,0,-43.5,172.5,0001,100764.625
